"","station_id","station_name","lat","long","start_n","end_n","e_start_n","e_end_n","c_start_n","c_end_n","total","classic","electric"
"227","20104","State St & 95th St",41.7216341666667,-87.6229041666667,11,9,5,4,6,5,20,11,9
"228","20105","Halsted St & 96th St",41.719706893,-87.642690778,5,5,3,1,1,4,10,5,4
"229","20106","Chicago State University",41.7189634216545,-87.6082956790924,21,13,11,9,10,4,34,14,20
"230","20107","Walden Pkwy & 100th St",41.7122093333333,-87.6677093333333,3,2,3,2,0,0,5,0,5
"231","20108","Hale Ave & 107th St",41.699223,-87.6688353333333,5,4,5,2,0,0,9,0,7
"232","20109","Vernon Ave & 107th St",41.7001213792389,-87.6122599840164,0,0,0,0,0,0,0,0,0
"233","20110","Eberhart Ave & 91st St",41.7292801666667,-87.6116885,4,3,3,2,1,1,7,2,5
"234","20111","Olive Harvey College",41.709532857,-87.590229869,8,6,8,6,0,0,14,0,14
"235","20112","Indiana Ave & 103rd St",41.7071702711776,-87.6184719800949,0,0,0,0,0,0,0,0,0
"236","20113","Dauphin Ave & 103rd St",41.7072503677818,-87.6076626777649,0,0,0,0,0,0,0,0,0
"237","20116","Dauphin Ave & 87th St",41.7364471666667,-87.6012673333333,3,1,3,1,0,0,4,0,4
"238","20118","Eggleston Ave & 92nd St",41.727711678,-87.634844184,1,2,1,1,0,0,3,0,2
"239","20119","Elizabeth St & 92nd St",41.7267989637012,-87.6542901992798,4,4,0,0,4,4,8,8,0
"240","20120","Stewart Ave & 83rd St",41.743717,-87.634088,2,4,0,0,2,4,6,6,0
"241","20121","Loomis Blvd & 84th St",41.7415375,-87.6584391666667,2,1,2,1,0,0,3,0,3
"242","20123","Western Ave & 104th St",41.7045871021891,-87.6812034845352,3,4,0,0,3,4,7,7,0
"243","20124","Vincennes Ave & 104th St",41.7049255649976,-87.6568681095887,6,4,5,3,1,1,10,2,8
"244","20125","Halsted St & 104th St",41.705201,-87.6424285,2,4,2,3,0,0,6,0,5
"245","20126","S Aberdeen St & W 106th St",41.7,-87.65,6,1,6,1,0,0,7,0,7
"246","20127","Halsted St & 111th St",41.6922625558917,-87.6426118612289,5,4,3,3,2,1,9,3,6
"247","20128","S Wentworth Ave & W 111th St",41.69,-87.63,3,2,3,2,0,0,5,0,5
"248","20129","Ada St & 113th St",41.6875733333333,-87.6553951666667,6,3,6,3,0,0,9,0,9
"249","20131","Cottage Grove Ave & 111th Pl",41.691659,-87.6099871666667,2,1,2,1,0,0,3,0,3
"250","20134","Maryland Ave & 104th St",41.71,-87.6,0,0,0,0,0,0,0,0,0
"251","20201","Kedzie Ave & 104th St",41.7,-87.7,2,0,2,0,0,0,0,0,0
"252","20202","W 103rd St & S Avers Ave",41.71,-87.72,4,3,4,3,0,0,7,0,7
"253","20203","Lawndale Ave & 111th St",41.6913191922107,-87.7128857374191,2,2,1,0,1,2,4,3,0
"254","20204","Kedzie Ave & 110th St",41.6923947458756,-87.7009606361389,4,2,0,0,4,2,6,6,0
"255","20205","Western Ave & 111th St",41.691211034981,-87.6812973618507,2,0,0,0,2,0,0,0,0
"256","20206","Homewood Ave & 115th St",41.6845751666667,-87.67083,3,2,3,2,0,0,5,0,5
"257","20207","Major Taylor Trail & 115th St",41.684931595193,-87.6452887058258,6,4,4,3,2,1,10,3,7
"258","20208","Major Taylor Trail & 124th St",41.6687063333333,-87.6371653333333,1,1,1,1,0,0,2,0,2
"259","20209","S Michigan Ave & E 118th St",41.68,-87.62,5,0,5,0,0,0,0,0,0
"260","20210","State St & 123rd St",41.6706501666667,-87.6227146666667,2,3,2,3,0,0,5,0,5
"261","20211","Eberhart Ave & 131st St",41.657926,-87.6107618333333,3,3,2,2,0,0,6,0,4
"262","20212","Altgeld Gardens",41.657066107,-87.598819017,2,1,2,1,0,0,3,0,3
"263","20213","Commercial Ave & 130th St",41.6591693333333,-87.5507393333333,3,4,2,2,1,2,7,3,4
"264","20214","Avenue O & 134th St",41.6519298333333,-87.5395791666667,1,0,1,0,0,0,0,0,0
"265","20215","Hegewisch Metra Station",41.6486126666667,-87.5462311666667,1,0,1,0,0,0,0,0,0
